LOCATION,Country,VAR,Variable ,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Internet,Flag Codes,Flags
ITA,Italy,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,23.59,,
ITA,Italy,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014-Q2,,100HAB,Per 100 inhabitants,0,Units,,,23.401,,
ITA,Italy,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014-Q4,,100HAB,Per 100 inhabitants,0,Units,,,23.59,,
ITA,Italy,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,24.688,,
ITA,Italy,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015-Q2,,100HAB,Per 100 inhabitants,0,Units,,,24.023,,
ITA,Italy,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015-Q4,,100HAB,Per 100 inhabitants,0,Units,,,24.688,,
ITA,Italy,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,25.554,,
ITA,Italy,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016-Q2,,100HAB,Per 100 inhabitants,0,Units,,,25.061,,
ITA,Italy,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016-Q4,,100HAB,Per 100 inhabitants,0,Units,,,25.554,,
ITA,Italy,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,27.308,,
ITA,Italy,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017-Q2,,100HAB,Per 100 inhabitants,0,Units,,,26.492,,
ITA,Italy,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017-Q4,,100HAB,Per 100 inhabitants,0,Units,,,27.308,,
ITA,Italy,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2018-Q2,,100HAB,Per 100 inhabitants,0,Units,,,27.868,,
JPN,Japan,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,24.724,,
JPN,Japan,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2009-Q4,,100HAB,Per 100 inhabitants,0,Units,,,24.724,,
JPN,Japan,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,26.572,,
JPN,Japan,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010-Q2,,100HAB,Per 100 inhabitants,0,Units,,,26.009,,
JPN,Japan,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010-Q4,,100HAB,Per 100 inhabitants,0,Units,,,26.572,,
JPN,Japan,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,27.28,,
JPN,Japan,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011-Q2,,100HAB,Per 100 inhabitants,0,Units,,,26.914,,
JPN,Japan,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011-Q4,,100HAB,Per 100 inhabitants,0,Units,,,27.28,,
JPN,Japan,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,27.653,,
JPN,Japan,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012-Q2,,100HAB,Per 100 inhabitants,0,Units,,,27.499,,
JPN,Japan,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012-Q4,,100HAB,Per 100 inhabitants,0,Units,,,27.653,,
JPN,Japan,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,28.069,,
JPN,Japan,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013-Q2,,100HAB,Per 100 inhabitants,0,Units,,,27.806,,
JPN,Japan,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013-Q4,,100HAB,Per 100 inhabitants,0,Units,,,28.069,,
JPN,Japan,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,28.71,,
JPN,Japan,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014-Q2,,100HAB,Per 100 inhabitants,0,Units,,,28.373,,
JPN,Japan,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014-Q4,,100HAB,Per 100 inhabitants,0,Units,,,28.71,,
JPN,Japan,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,29.549,,
JPN,Japan,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015-Q2,,100HAB,Per 100 inhabitants,0,Units,,,29.223,,
JPN,Japan,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015-Q4,,100HAB,Per 100 inhabitants,0,Units,,,29.549,,
JPN,Japan,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,30.474,,
JPN,Japan,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016-Q2,,100HAB,Per 100 inhabitants,0,Units,,,30.043,,
JPN,Japan,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016-Q4,,100HAB,Per 100 inhabitants,0,Units,,,30.474,,
JPN,Japan,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,30.953,,
JPN,Japan,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017-Q2,,100HAB,Per 100 inhabitants,0,Units,,,30.675,,
JPN,Japan,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017-Q4,,100HAB,Per 100 inhabitants,0,Units,,,30.953,,
JPN,Japan,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2018-Q2,,100HAB,Per 100 inhabitants,0,Units,,,31.111,,
KOR,Korea,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,33.097,,
KOR,Korea,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2009-Q4,,100HAB,Per 100 inhabitants,0,Units,,,33.097,,
KOR,Korea,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,34.532,,
KOR,Korea,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010-Q2,,100HAB,Per 100 inhabitants,0,Units,,,33.938,,
KOR,Korea,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010-Q4,,100HAB,Per 100 inhabitants,0,Units,,,34.532,,
KOR,Korea,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,35.476,,
KOR,Korea,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011-Q2,,100HAB,Per 100 inhabitants,0,Units,,,35.299,,
KOR,Korea,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011-Q4,,100HAB,Per 100 inhabitants,0,Units,,,35.476,,
KOR,Korea,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,36.045,,
KOR,Korea,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012-Q2,,100HAB,Per 100 inhabitants,0,Units,,,35.765,,
KOR,Korea,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012-Q4,,100HAB,Per 100 inhabitants,0,Units,,,36.045,,
KOR,Korea,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,36.746,,
KOR,Korea,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013-Q2,,100HAB,Per 100 inhabitants,0,Units,,,36.55,,
KOR,Korea,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013-Q4,,100HAB,Per 100 inhabitants,0,Units,,,36.746,,
KOR,Korea,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,37.425,,
KOR,Korea,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014-Q2,,100HAB,Per 100 inhabitants,0,Units,,,37.189,,
KOR,Korea,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014-Q4,,100HAB,Per 100 inhabitants,0,Units,,,37.425,,
KOR,Korea,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,38.847,,
KOR,Korea,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015-Q2,,100HAB,Per 100 inhabitants,0,Units,,,37.959,,
KOR,Korea,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015-Q4,,100HAB,Per 100 inhabitants,0,Units,,,38.847,,
KOR,Korea,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,39.709,,
KOR,Korea,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016-Q2,,100HAB,Per 100 inhabitants,0,Units,,,39.415,,
KOR,Korea,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016-Q4,,100HAB,Per 100 inhabitants,0,Units,,,39.709,,
KOR,Korea,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,40.799,,
KOR,Korea,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017-Q2,,100HAB,Per 100 inhabitants,0,Units,,,40.465,,
KOR,Korea,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017-Q4,,100HAB,Per 100 inhabitants,0,Units,,,40.799,,
KOR,Korea,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2018-Q2,,100HAB,Per 100 inhabitants,0,Units,,,41.029,,
LUX,Luxembourg,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,29.185,,
LUX,Luxembourg,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2009-Q4,,100HAB,Per 100 inhabitants,0,Units,,,29.185,,
LUX,Luxembourg,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,30.718,,
LUX,Luxembourg,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010-Q2,,100HAB,Per 100 inhabitants,0,Units,,,30.984,,
LUX,Luxembourg,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010-Q4,,100HAB,Per 100 inhabitants,0,Units,,,30.718,,
LUX,Luxembourg,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,31.501,,
LUX,Luxembourg,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011-Q2,,100HAB,Per 100 inhabitants,0,Units,,,31.653,,
LUX,Luxembourg,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011-Q4,,100HAB,Per 100 inhabitants,0,Units,,,31.501,,
LUX,Luxembourg,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,32.107,,
LUX,Luxembourg,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012-Q2,,100HAB,Per 100 inhabitants,0,Units,,,32.081,,
LUX,Luxembourg,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012-Q4,,100HAB,Per 100 inhabitants,0,Units,,,32.107,,
LUX,Luxembourg,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,32.514,,
LUX,Luxembourg,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013-Q2,,100HAB,Per 100 inhabitants,0,Units,,,32.65,,
LUX,Luxembourg,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013-Q4,,100HAB,Per 100 inhabitants,0,Units,,,32.514,,
LUX,Luxembourg,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,33.602,,
LUX,Luxembourg,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014-Q2,,100HAB,Per 100 inhabitants,0,Units,,,34.88,,
LUX,Luxembourg,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014-Q4,,100HAB,Per 100 inhabitants,0,Units,,,33.602,,
LUX,Luxembourg,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,35.16,,
LUX,Luxembourg,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015-Q2,,100HAB,Per 100 inhabitants,0,Units,,,33.885,,
LUX,Luxembourg,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015-Q4,,100HAB,Per 100 inhabitants,0,Units,,,35.16,,
LUX,Luxembourg,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,34.771,,
LUX,Luxembourg,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016-Q2,,100HAB,Per 100 inhabitants,0,Units,,,35.014,,
LUX,Luxembourg,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016-Q4,,100HAB,Per 100 inhabitants,0,Units,,,34.771,,
LUX,Luxembourg,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,35.897,,
LUX,Luxembourg,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017-Q2,,100HAB,Per 100 inhabitants,0,Units,,,35.696,,
LUX,Luxembourg,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017-Q4,,100HAB,Per 100 inhabitants,0,Units,,,35.897,,
LUX,Luxembourg,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2018-Q2,,100HAB,Per 100 inhabitants,0,Units,,,36.901,,
MEX,Mexico,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,8.07,,
MEX,Mexico,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2009-Q4,,100HAB,Per 100 inhabitants,0,Units,,,8.07,,
MEX,Mexico,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,9.036,,
MEX,Mexico,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010-Q2,,100HAB,Per 100 inhabitants,0,Units,,,8.583,,
MEX,Mexico,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010-Q4,,100HAB,Per 100 inhabitants,0,Units,,,9.036,,
MEX,Mexico,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,9.407,,
MEX,Mexico,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011-Q2,,100HAB,Per 100 inhabitants,0,Units,,,9.256,,
MEX,Mexico,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011-Q4,,100HAB,Per 100 inhabitants,0,Units,,,9.407,,
MEX,Mexico,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,9.921,,
MEX,Mexico,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012-Q2,,100HAB,Per 100 inhabitants,0,Units,,,9.684,,
MEX,Mexico,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012-Q4,,100HAB,Per 100 inhabitants,0,Units,,,9.921,,
MEX,Mexico,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,10.771,,
MEX,Mexico,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013-Q2,,100HAB,Per 100 inhabitants,0,Units,,,10.434,,
MEX,Mexico,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013-Q4,,100HAB,Per 100 inhabitants,0,Units,,,10.771,,
MEX,Mexico,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,10.923,,
MEX,Mexico,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014-Q2,,100HAB,Per 100 inhabitants,0,Units,,,11.218,,
MEX,Mexico,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014-Q4,,100HAB,Per 100 inhabitants,0,Units,,,10.923,,
MEX,Mexico,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,12.196,,
MEX,Mexico,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015-Q2,,100HAB,Per 100 inhabitants,0,Units,,,11.589,,
MEX,Mexico,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015-Q4,,100HAB,Per 100 inhabitants,0,Units,,,12.196,,
MEX,Mexico,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,13.149,,
MEX,Mexico,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016-Q2,,100HAB,Per 100 inhabitants,0,Units,,,12.579,,
MEX,Mexico,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016-Q4,,100HAB,Per 100 inhabitants,0,Units,,,13.149,,
MEX,Mexico,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,13.886,,
MEX,Mexico,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017-Q2,,100HAB,Per 100 inhabitants,0,Units,,,13.507,,
MEX,Mexico,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017-Q4,,100HAB,Per 100 inhabitants,0,Units,,,13.886,,
MEX,Mexico,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2018-Q2,,100HAB,Per 100 inhabitants,0,Units,,,14.474,,
NLD,Netherlands,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,37.084,,
NLD,Netherlands,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2009-Q4,,100HAB,Per 100 inhabitants,0,Units,,,37.084,,
NLD,Netherlands,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,38.092,,
NLD,Netherlands,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010-Q2,,100HAB,Per 100 inhabitants,0,Units,,,37.822,,
NLD,Netherlands,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010-Q4,,100HAB,Per 100 inhabitants,0,Units,,,38.092,,
NLD,Netherlands,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,38.926,,
NLD,Netherlands,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011-Q2,,100HAB,Per 100 inhabitants,0,Units,,,38.471,,
NLD,Netherlands,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011-Q4,,100HAB,Per 100 inhabitants,0,Units,,,38.926,,
NLD,Netherlands,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,39.714,,
NLD,Netherlands,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012-Q2,,100HAB,Per 100 inhabitants,0,Units,,,39.376,,
NLD,Netherlands,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012-Q4,,100HAB,Per 100 inhabitants,0,Units,,,39.714,,
NLD,Netherlands,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,40.431,,
NLD,Netherlands,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013-Q2,,100HAB,Per 100 inhabitants,0,Units,,,39.994,,
NLD,Netherlands,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013-Q4,,100HAB,Per 100 inhabitants,0,Units,,,40.431,,
NLD,Netherlands,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,40.623,,
NLD,Netherlands,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014-Q2,,100HAB,Per 100 inhabitants,0,Units,,,40.788,,
NLD,Netherlands,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014-Q4,,100HAB,Per 100 inhabitants,0,Units,,,40.623,,
NLD,Netherlands,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,41.269,,
NLD,Netherlands,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015-Q2,,100HAB,Per 100 inhabitants,0,Units,,,41.21,,
NLD,Netherlands,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015-Q4,,100HAB,Per 100 inhabitants,0,Units,,,41.269,,
NLD,Netherlands,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,41.897,,
NLD,Netherlands,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016-Q2,,100HAB,Per 100 inhabitants,0,Units,,,41.753,,
NLD,Netherlands,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016-Q4,,100HAB,Per 100 inhabitants,0,Units,,,41.897,,
NLD,Netherlands,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,42.117,,
NLD,Netherlands,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017-Q2,,100HAB,Per 100 inhabitants,0,Units,,,42.186,,
NLD,Netherlands,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017-Q4,,100HAB,Per 100 inhabitants,0,Units,,,42.117,,
NLD,Netherlands,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2018-Q2,,100HAB,Per 100 inhabitants,0,Units,,,42.654,,
NZL,New Zealand,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,23.82,,
NZL,New Zealand,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2009-Q4,,100HAB,Per 100 inhabitants,0,Units,,,23.82,,
NZL,New Zealand,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010,2010,100HAB,Per 100 inhabitants,0,Units,,,25.845,,
NZL,New Zealand,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010-Q2,,100HAB,Per 100 inhabitants,0,Units,,,25.212,,
NZL,New Zealand,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2010-Q4,,100HAB,Per 100 inhabitants,0,Units,,,25.845,,
NZL,New Zealand,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011,2011,100HAB,Per 100 inhabitants,0,Units,,,27.556,,
NZL,New Zealand,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011-Q2,,100HAB,Per 100 inhabitants,0,Units,,,27.096,,
NZL,New Zealand,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2011-Q4,,100HAB,Per 100 inhabitants,0,Units,,,27.556,,
NZL,New Zealand,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012,2012,100HAB,Per 100 inhabitants,0,Units,,,29.556,,
NZL,New Zealand,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012-Q2,,100HAB,Per 100 inhabitants,0,Units,,,28.958,,
NZL,New Zealand,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2012-Q4,,100HAB,Per 100 inhabitants,0,Units,,,29.556,,
NZL,New Zealand,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013,2013,100HAB,Per 100 inhabitants,0,Units,,,30.67,,
NZL,New Zealand,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013-Q2,,100HAB,Per 100 inhabitants,0,Units,,,30.375,,
NZL,New Zealand,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2013-Q4,,100HAB,Per 100 inhabitants,0,Units,,,30.67,,
NZL,New Zealand,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014,2014,100HAB,Per 100 inhabitants,0,Units,,,31.355,,
NZL,New Zealand,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014-Q2,,100HAB,Per 100 inhabitants,0,Units,,,31.625,,
NZL,New Zealand,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2014-Q4,,100HAB,Per 100 inhabitants,0,Units,,,31.355,,
NZL,New Zealand,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015,2015,100HAB,Per 100 inhabitants,0,Units,,,31.866,,
NZL,New Zealand,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015-Q2,,100HAB,Per 100 inhabitants,0,Units,,,32.008,,
NZL,New Zealand,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2015-Q4,,100HAB,Per 100 inhabitants,0,Units,,,31.866,,
NZL,New Zealand,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016,2016,100HAB,Per 100 inhabitants,0,Units,,,32.928,,
NZL,New Zealand,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016-Q2,,100HAB,Per 100 inhabitants,0,Units,,,32.524,,
NZL,New Zealand,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2016-Q4,,100HAB,Per 100 inhabitants,0,Units,,,32.928,,
NZL,New Zealand,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017,2017,100HAB,Per 100 inhabitants,0,Units,,,33.672,,
NZL,New Zealand,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017-Q2,,100HAB,Per 100 inhabitants,0,Units,,,33.518,,
NZL,New Zealand,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2017-Q4,,100HAB,Per 100 inhabitants,0,Units,,,33.672,,
NZL,New Zealand,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2018-Q2,,100HAB,Per 100 inhabitants,0,Units,,,34.183,,
NOR,Norway,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2009,2009,100HAB,Per 100 inhabitants,0,Units,,,34.586,,
NOR,Norway,BB-P100-TOT,Total fixed broadband suscriptions per 100 inhabitants,2009-Q4,,100HAB,Per 100 inhabitants,0,Units,,,34.586,,
