TL,Territory Level and Typology,REG_ID,Region,VAR,Indicator,SEX,Gender,POS,Position,TIME,Year,Unit Code,Unit,PowerCode Code,PowerCode,Reference Period Code,Reference Period,Urban,Flag Codes,Flags
1_PU,  Country - predominantly urban regions,JPN,Japan,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2009,2009,,,0,Units,,,55.8,,
1_PU,  Country - predominantly urban regions,JPN,Japan,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2010,2010,,,0,Units,,,56.07,,
1_PU,  Country - predominantly urban regions,JPN,Japan,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2011,2011,,,0,Units,,,56.2,,
1_PU,  Country - predominantly urban regions,JPN,Japan,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2012,2012,,,0,Units,,,56.33,,
1_PU,  Country - predominantly urban regions,JPN,Japan,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2013,2013,,,0,Units,,,56.48,,
1_PU,  Country - predominantly urban regions,JPN,Japan,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2014,2014,,,0,Units,,,56.65,,
1_PU,  Country - predominantly urban regions,JPN,Japan,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2015,2015,,,0,Units,,,56.84,,
1_PU,  Country - predominantly urban regions,PRT,Portugal,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2000,2000,,,0,Units,,,44.69,,
1_PU,  Country - predominantly urban regions,PRT,Portugal,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2001,2001,,,0,Units,,,44.75,,
1_PU,  Country - predominantly urban regions,PRT,Portugal,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2002,2002,,,0,Units,,,44.87,,
1_PU,  Country - predominantly urban regions,PRT,Portugal,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2003,2003,,,0,Units,,,44.98,,
1_PU,  Country - predominantly urban regions,PRT,Portugal,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2004,2004,,,0,Units,,,45.1,,
1_PU,  Country - predominantly urban regions,PRT,Portugal,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2005,2005,,,0,Units,,,45.19,,
1_PU,  Country - predominantly urban regions,PRT,Portugal,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2006,2006,,,0,Units,,,45.3,,
1_PU,  Country - predominantly urban regions,PRT,Portugal,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2007,2007,,,0,Units,,,45.4,,
1_PU,  Country - predominantly urban regions,PRT,Portugal,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2008,2008,,,0,Units,,,45.52,,
1_PU,  Country - predominantly urban regions,PRT,Portugal,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2009,2009,,,0,Units,,,45.64,,
1_PU,  Country - predominantly urban regions,PRT,Portugal,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2010,2010,,,0,Units,,,45.76,,
1_PU,  Country - predominantly urban regions,PRT,Portugal,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2011,2011,,,0,Units,,,45.89,,
1_PU,  Country - predominantly urban regions,PRT,Portugal,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2012,2012,,,0,Units,,,46.01,,
1_PU,  Country - predominantly urban regions,PRT,Portugal,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2013,2013,,,0,Units,,,46.07,,
1_PU,  Country - predominantly urban regions,PRT,Portugal,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2014,2014,,,0,Units,,,46.13,,
1_PU,  Country - predominantly urban regions,PRT,Portugal,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2015,2015,,,0,Units,,,46.26,,
1_PU,  Country - predominantly urban regions,PRT,Portugal,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2016,2016,,,0,Units,,,46.35,,
1_PU,  Country - predominantly urban regions,SVK,Slovak Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2000,2000,,,0,Units,,,11.43,,
1_PU,  Country - predominantly urban regions,SVK,Slovak Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2001,2001,,,0,Units,,,11.12,,
1_PU,  Country - predominantly urban regions,SVK,Slovak Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2002,2002,,,0,Units,,,11.14,,
1_PU,  Country - predominantly urban regions,SVK,Slovak Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2003,2003,,,0,Units,,,11.1,,
1_PU,  Country - predominantly urban regions,SVK,Slovak Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2004,2004,,,0,Units,,,11.06,,
1_PU,  Country - predominantly urban regions,SVK,Slovak Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2005,2005,,,0,Units,,,11.03,,
1_PU,  Country - predominantly urban regions,SVK,Slovak Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2006,2006,,,0,Units,,,11.02,,
1_PU,  Country - predominantly urban regions,SVK,Slovak Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2007,2007,,,0,Units,,,11.02,,
1_PU,  Country - predominantly urban regions,SVK,Slovak Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2008,2008,,,0,Units,,,11.03,,
1_PU,  Country - predominantly urban regions,SVK,Slovak Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2009,2009,,,0,Units,,,11.05,,
1_PU,  Country - predominantly urban regions,SVK,Slovak Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2010,2010,,,0,Units,,,11.09,,
1_PU,  Country - predominantly urban regions,SVK,Slovak Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2011,2011,,,0,Units,,,11.13,,
1_PU,  Country - predominantly urban regions,SVK,Slovak Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2012,2012,,,0,Units,,,11.22,,
1_PU,  Country - predominantly urban regions,SVK,Slovak Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2013,2013,,,0,Units,,,11.32,,
1_PU,  Country - predominantly urban regions,SVK,Slovak Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2014,2014,,,0,Units,,,11.42,,
1_PU,  Country - predominantly urban regions,SVK,Slovak Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2015,2015,,,0,Units,,,11.53,,
1_PU,  Country - predominantly urban regions,SVK,Slovak Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2016,2016,,,0,Units,,,11.67,,
1_PU,  Country - predominantly urban regions,ESP,Spain,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2000,2000,,,0,Units,,,61.31,,
1_PU,  Country - predominantly urban regions,ESP,Spain,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2001,2001,,,0,Units,,,61.41,,
1_PU,  Country - predominantly urban regions,ESP,Spain,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2002,2002,,,0,Units,,,61.61,,
1_PU,  Country - predominantly urban regions,ESP,Spain,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2003,2003,,,0,Units,,,61.84,,
1_PU,  Country - predominantly urban regions,ESP,Spain,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2004,2004,,,0,Units,,,61.99,,
1_PU,  Country - predominantly urban regions,ESP,Spain,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2005,2005,,,0,Units,,,62.07,,
1_PU,  Country - predominantly urban regions,ESP,Spain,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2006,2006,,,0,Units,,,62.13,,
1_PU,  Country - predominantly urban regions,ESP,Spain,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2007,2007,,,0,Units,,,62.19,,
1_PU,  Country - predominantly urban regions,ESP,Spain,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2008,2008,,,0,Units,,,62.24,,
1_PU,  Country - predominantly urban regions,ESP,Spain,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2009,2009,,,0,Units,,,62.32,,
1_PU,  Country - predominantly urban regions,ESP,Spain,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2010,2010,,,0,Units,,,62.35,,
1_PU,  Country - predominantly urban regions,ESP,Spain,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2011,2011,,,0,Units,,,62.38,,
1_PU,  Country - predominantly urban regions,ESP,Spain,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2012,2012,,,0,Units,,,62.44,,
1_PU,  Country - predominantly urban regions,ESP,Spain,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2013,2013,,,0,Units,,,62.51,,
1_PU,  Country - predominantly urban regions,ESP,Spain,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2014,2014,,,0,Units,,,62.58,,
1_PU,  Country - predominantly urban regions,ESP,Spain,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2015,2015,,,0,Units,,,62.68,,
1_PU,  Country - predominantly urban regions,ESP,Spain,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2016,2016,,,0,Units,,,62.83,,
1_PU,  Country - predominantly urban regions,CHL,Chile,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2000,2000,,,0,Units,,,50.08,,
1_PU,  Country - predominantly urban regions,CHL,Chile,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2001,2001,,,0,Units,,,49.8,,
1_PU,  Country - predominantly urban regions,CHL,Chile,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2002,2002,,,0,Units,,,48.65,,
1_PU,  Country - predominantly urban regions,CHL,Chile,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2003,2003,,,0,Units,,,48.63,,
1_PU,  Country - predominantly urban regions,CHL,Chile,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2004,2004,,,0,Units,,,48.6,,
1_PU,  Country - predominantly urban regions,CHL,Chile,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2005,2005,,,0,Units,,,48.58,,
1_PU,  Country - predominantly urban regions,CHL,Chile,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2006,2006,,,0,Units,,,48.55,,
1_PU,  Country - predominantly urban regions,CHL,Chile,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2007,2007,,,0,Units,,,48.53,,
1_PU,  Country - predominantly urban regions,CHL,Chile,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2008,2008,,,0,Units,,,48.52,,
1_PU,  Country - predominantly urban regions,CHL,Chile,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2009,2009,,,0,Units,,,48.5,,
1_PU,  Country - predominantly urban regions,CHL,Chile,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2010,2010,,,0,Units,,,48.48,,
1_PU,  Country - predominantly urban regions,CHL,Chile,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2011,2011,,,0,Units,,,48.46,,
1_PU,  Country - predominantly urban regions,CHL,Chile,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2012,2012,,,0,Units,,,48.45,,
1_PU,  Country - predominantly urban regions,CHL,Chile,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2013,2013,,,0,Units,,,48.45,,
1_PU,  Country - predominantly urban regions,CHL,Chile,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2014,2014,,,0,Units,,,48.44,,
1_PU,  Country - predominantly urban regions,CHL,Chile,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2015,2015,,,0,Units,,,48.43,,
1_PU,  Country - predominantly urban regions,CHL,Chile,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2016,2016,,,0,Units,,,48.41,,
1_PU,  Country - predominantly urban regions,CZE,Czech Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2000,2000,,,0,Units,,,22.35,,
1_PU,  Country - predominantly urban regions,CZE,Czech Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2001,2001,,,0,Units,,,22.4,,
1_PU,  Country - predominantly urban regions,CZE,Czech Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2002,2002,,,0,Units,,,22.37,,
1_PU,  Country - predominantly urban regions,CZE,Czech Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2003,2003,,,0,Units,,,22.43,,
1_PU,  Country - predominantly urban regions,CZE,Czech Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2004,2004,,,0,Units,,,22.5,,
1_PU,  Country - predominantly urban regions,CZE,Czech Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2005,2005,,,0,Units,,,22.6,,
1_PU,  Country - predominantly urban regions,CZE,Czech Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2006,2006,,,0,Units,,,22.77,,
1_PU,  Country - predominantly urban regions,CZE,Czech Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2007,2007,,,0,Units,,,22.91,,
1_PU,  Country - predominantly urban regions,CZE,Czech Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2008,2008,,,0,Units,,,23.17,,
1_PU,  Country - predominantly urban regions,CZE,Czech Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2009,2009,,,0,Units,,,23.45,,
1_PU,  Country - predominantly urban regions,CZE,Czech Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2010,2010,,,0,Units,,,23.66,,
1_PU,  Country - predominantly urban regions,CZE,Czech Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2011,2011,,,0,Units,,,23.83,,
1_PU,  Country - predominantly urban regions,CZE,Czech Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2012,2012,,,0,Units,,,24,,
1_PU,  Country - predominantly urban regions,CZE,Czech Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2013,2013,,,0,Units,,,24.14,,
1_PU,  Country - predominantly urban regions,CZE,Czech Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2014,2014,,,0,Units,,,24.21,,
1_PU,  Country - predominantly urban regions,CZE,Czech Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2015,2015,,,0,Units,,,24.43,,
1_PU,  Country - predominantly urban regions,CZE,Czech Republic,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2016,2016,,,0,Units,,,24.58,,
1_PU,  Country - predominantly urban regions,DNK,Denmark,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2007,2007,,,0,Units,,,21.15,,
1_PU,  Country - predominantly urban regions,DNK,Denmark,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2008,2008,,,0,Units,,,21.2,,
1_PU,  Country - predominantly urban regions,DNK,Denmark,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2009,2009,,,0,Units,,,21.33,,
1_PU,  Country - predominantly urban regions,DNK,Denmark,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2010,2010,,,0,Units,,,21.53,,
1_PU,  Country - predominantly urban regions,DNK,Denmark,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2011,2011,,,0,Units,,,21.75,,
1_PU,  Country - predominantly urban regions,DNK,Denmark,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2012,2012,,,0,Units,,,21.95,,
1_PU,  Country - predominantly urban regions,DNK,Denmark,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2013,2013,,,0,Units,,,22.17,,
1_PU,  Country - predominantly urban regions,DNK,Denmark,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2014,2014,,,0,Units,,,22.37,,
1_PU,  Country - predominantly urban regions,DNK,Denmark,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2015,2015,,,0,Units,,,22.53,,
1_PU,  Country - predominantly urban regions,DNK,Denmark,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2016,2016,,,0,Units,,,22.64,,
1_PU,  Country - predominantly urban regions,EST,Estonia,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2000,2000,,,0,Units,,,38.29,,
1_PU,  Country - predominantly urban regions,EST,Estonia,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2001,2001,,,0,Units,,,38.32,,
1_PU,  Country - predominantly urban regions,EST,Estonia,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2002,2002,,,0,Units,,,38.51,,
1_PU,  Country - predominantly urban regions,EST,Estonia,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2003,2003,,,0,Units,,,38.82,,
1_PU,  Country - predominantly urban regions,EST,Estonia,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2004,2004,,,0,Units,,,39.29,,
1_PU,  Country - predominantly urban regions,EST,Estonia,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2005,2005,,,0,Units,,,39.79,,
1_PU,  Country - predominantly urban regions,EST,Estonia,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2006,2006,,,0,Units,,,40.13,,
1_PU,  Country - predominantly urban regions,EST,Estonia,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2007,2007,,,0,Units,,,40.52,,
1_PU,  Country - predominantly urban regions,EST,Estonia,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2008,2008,,,0,Units,,,40.93,,
1_PU,  Country - predominantly urban regions,EST,Estonia,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2009,2009,,,0,Units,,,41.33,,
1_PU,  Country - predominantly urban regions,EST,Estonia,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2010,2010,,,0,Units,,,41.75,,
1_PU,  Country - predominantly urban regions,EST,Estonia,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2011,2011,,,0,Units,,,42.28,,
1_PU,  Country - predominantly urban regions,EST,Estonia,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2012,2012,,,0,Units,,,42.77,,
1_PU,  Country - predominantly urban regions,EST,Estonia,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2013,2013,,,0,Units,,,43.02,,
1_PU,  Country - predominantly urban regions,EST,Estonia,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2014,2014,,,0,Units,,,43.48,,
1_PU,  Country - predominantly urban regions,EST,Estonia,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2015,2015,,,0,Units,,,43.38,,
1_PU,  Country - predominantly urban regions,EST,Estonia,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2016,2016,,,0,Units,,,43.91,,
1_PU,  Country - predominantly urban regions,FIN,Finland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2000,2000,,,0,Units,,,26.68,,
1_PU,  Country - predominantly urban regions,FIN,Finland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2001,2001,,,0,Units,,,26.91,,
1_PU,  Country - predominantly urban regions,FIN,Finland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2002,2002,,,0,Units,,,27.11,,
1_PU,  Country - predominantly urban regions,FIN,Finland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2003,2003,,,0,Units,,,27.27,,
1_PU,  Country - predominantly urban regions,FIN,Finland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2004,2004,,,0,Units,,,27.39,,
1_PU,  Country - predominantly urban regions,FIN,Finland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2005,2005,,,0,Units,,,27.49,,
1_PU,  Country - predominantly urban regions,FIN,Finland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2006,2006,,,0,Units,,,27.63,,
1_PU,  Country - predominantly urban regions,FIN,Finland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2007,2007,,,0,Units,,,27.81,,
1_PU,  Country - predominantly urban regions,FIN,Finland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2008,2008,,,0,Units,,,27.99,,
1_PU,  Country - predominantly urban regions,FIN,Finland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2009,2009,,,0,Units,,,28.19,,
1_PU,  Country - predominantly urban regions,FIN,Finland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2010,2010,,,0,Units,,,28.36,,
1_PU,  Country - predominantly urban regions,FIN,Finland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2011,2011,,,0,Units,,,28.51,,
1_PU,  Country - predominantly urban regions,FIN,Finland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2012,2012,,,0,Units,,,28.68,,
1_PU,  Country - predominantly urban regions,FIN,Finland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2013,2013,,,0,Units,,,28.87,,
1_PU,  Country - predominantly urban regions,FIN,Finland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2014,2014,,,0,Units,,,29.08,,
1_PU,  Country - predominantly urban regions,FIN,Finland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2015,2015,,,0,Units,,,29.3,,
1_PU,  Country - predominantly urban regions,FIN,Finland,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2016,2016,,,0,Units,,,29.53,,
1_PU,  Country - predominantly urban regions,KOR,Korea,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2000,2000,,,0,Units,,,67.7,,
1_PU,  Country - predominantly urban regions,KOR,Korea,POP_TOT_TYPO_SH,    Share of national population in predominantly rural / intermediate / urban regions,T,Total,ALL,All regions,2001,2001,,,0,Units,,,68,,
